row_id,token_index,token,true_tag,pred_tag,correct
40,6,strika,O,I-PRODUCT_NEGATIVE,False
40,7,baru,B-PRODUCT_NEGATIVE,I-PRODUCT_NEGATIVE,False
40,9,padahl,O,I-PRODUCT_NEGATIVE,False
40,10,cucinya,O,I-PRODUCT_NEGATIVE,False
40,11,tdk,O,I-PRODUCT_NEGATIVE,False
40,12,di,O,I-PRODUCT_NEGATIVE,False
40,21,sblm,B-PRODUCT_NEGATIVE,O,False
40,22,kirim,I-PRODUCT_NEGATIVE,O,False
40,23,bisa,I-PRODUCT_NEGATIVE,O,False
40,24,di,I-PRODUCT_NEGATIVE,O,False
40,25,cek,I-PRODUCT_NEGATIVE,O,False
40,26,lg,I-PRODUCT_NEGATIVE,O,False
41,6,kang,B-PLACE_NEGATIVE,O,False
41,7,parkirnya,I-PLACE_NEGATIVE,O,False
42,4,banyak,B-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
42,5,pilihan,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
43,1,adem,B-PLACE_POSITIVE,I-PRODUCT_POSITIVE,False
43,4,banyak,O,B-PRODUCT_POSITIVE,False
43,5,outfit,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
46,0,enak,B-OUT_OF_TOPIC,B-PRODUCT_POSITIVE,False
46,1,1012,I-OUT_OF_TOPIC,O,False
46,2,dengan,I-OUT_OF_TOPIC,O,False
47,5,bangeeeet,I-PLACE_POSITIVE,O,False
47,12,kaos,B-PRICE_POSITIVE,O,False
47,13,cuman,I-PRICE_POSITIVE,O,False
47,14,30rban,I-PRICE_POSITIVE,O,False
47,20,kualitas,B-PRODUCT_POSITIVE,B-PRODUCT_NEUTRAL,False
47,21,barang2,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,22,disini,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,23,standar,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,24,aja,O,I-PRODUCT_NEUTRAL,False
47,25,sih,O,I-PRODUCT_NEUTRAL,False
48,2,pelayanan,B-PRICE_POSITIVE,B-PLACE_POSITIVE,False
48,3,ramah,I-PRICE_POSITIVE,I-PLACE_POSITIVE,False
49,2,d,O,I-PRODUCT_POSITIVE,False
49,3,pakek,O,I-PRODUCT_POSITIVE,False
50,0,kaos,O,B-PRODUCT_POSITIVE,False
50,1,bahan,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
50,8,ok,O,I-PRODUCT_POSITIVE,False
50,9,sekalii,O,I-PRODUCT_POSITIVE,False
51,0,sangat,O,B-PRODUCT_POSITIVE,False
51,1,memuaskan,O,I-PRODUCT_POSITIVE,False
51,4,banget,O,I-PRODUCT_POSITIVE,False
52,1,pertahankan,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
52,3,ga,I-PRODUCT_POSITIVE,O,False
52,4,nyesel,I-PRODUCT_POSITIVE,O,False
52,5,order,I-PRODUCT_POSITIVE,O,False
52,6,pertama,I-PRODUCT_POSITIVE,O,False
52,7,kali,I-PRODUCT_POSITIVE,O,False
52,8,ga,I-PRODUCT_POSITIVE,O,False
52,9,mengecewakan,I-PRODUCT_POSITIVE,O,False
53,0,pas,O,B-PRODUCT_POSITIVE,False
53,1,bagus,O,I-PRODUCT_POSITIVE,False
54,0,another,B-PRODUCT_POSITIVE,O,False
54,1,favorite,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
54,2,local,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,3,brand,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,4,in,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,5,jogja,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
55,12,abizgausa,I-PRODUCT_POSITIVE,O,False
55,13,raguu,I-PRODUCT_POSITIVE,O,False
56,0,kualitasnya,B-PRODUCT_NEUTRAL,B-PRODUCT_NEGATIVE,False
56,1,tidak,I-PRODUCT_NEUTRAL,I-PRODUCT_NEGATIVE,False
56,2,bs,I-PRODUCT_NEUTRAL,I-PRODUCT_NEGATIVE,False
56,3,dibilang,I-PRODUCT_NEUTRAL,I-PRODUCT_NEGATIVE,False
56,4,bagus,I-PRODUCT_NEUTRAL,I-PRODUCT_NEGATIVE,False
56,5,standar,B-PRODUCT_NEUTRAL,I-PRODUCT_NEUTRAL,False
56,6,bahan,B-PRODUCT_NEGATIVE,B-PRODUCT_POSITIVE,False
56,9,beberapa,O,B-PRODUCT_NEGATIVE,False
56,10,benang,B-PRODUCT_NEGATIVE,I-PRODUCT_NEGATIVE,False
57,4,size,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
57,6,recommended,I-PRODUCT_POSITIVE,O,False
59,3,dan,I-PRODUCT_POSITIVE,O,False
59,4,adem,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
61,0,product,O,B-PRODUCT_POSITIVE,False
61,1,quality,O,I-PRODUCT_POSITIVE,False
61,2,bahan,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
61,7,panjang,O,B-PRODUCT_POSITIVE,False
61,8,nya,O,I-PRODUCT_POSITIVE,False
61,9,pas,O,I-PRODUCT_POSITIVE,False
61,12,oke,B-PRODUCT_POSITIVE,O,False
61,13,banget,I-PRODUCT_POSITIVE,O,False
61,18,bisa,B-PRODUCT_POSITIVE,O,False
61,19,buat,I-PRODUCT_POSITIVE,O,False
61,20,banyak,I-PRODUCT_POSITIVE,O,False
61,21,baju,I-PRODUCT_POSITIVE,O,False
62,0,kasih,B-PROMOTION_NEUTRAL,O,False
62,1,dong,I-PROMOTION_NEUTRAL,O,False
62,2,program,I-PROMOTION_NEUTRAL,B-PROMOTION_POSITIVE,False
62,3,diskon,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,4,juga,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,5,buat,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,6,off,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,7,line,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,8,nya,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
63,4,stok,B-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
63,5,banyak,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
64,2,pas,I-PRODUCT_POSITIVE,O,False
64,3,untuk,I-PRODUCT_POSITIVE,O,False
64,4,tb,I-PRODUCT_POSITIVE,O,False
64,5,100,I-PRODUCT_POSITIVE,O,False
65,0,belanja,B-PLACE_POSITIVE,O,False
65,1,di,I-PLACE_POSITIVE,O,False
65,2,sini,I-PLACE_POSITIVE,O,False
65,3,best,I-PLACE_POSITIVE,O,False
65,4,deal,I-PLACE_POSITIVE,O,False
65,5,banget,I-PLACE_POSITIVE,O,False
65,6,kalo,I-PLACE_POSITIVE,O,False
65,7,pinter,I-PLACE_POSITIVE,O,False
65,8,milih,I-PLACE_POSITIVE,O,False
65,9,dpt,O,I-PRODUCT_POSITIVE,False
65,10,barang,O,I-PRODUCT_POSITIVE,False
65,11,branded,O,I-PRODUCT_POSITIVE,False
66,0,gg,B-PRODUCT_POSITIVE,B-OUT_OF_TOPIC,False
66,1,kualitas,I-PRODUCT_POSITIVE,I-OUT_OF_TOPIC,False
66,3,gg,I-PRODUCT_POSITIVE,I-PRODUCT_NEGATIVE,False
68,2,utk,O,I-PLACE_POSITIVE,False
68,3,belanja,O,I-PLACE_POSITIVE,False
68,4,fashion,B-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
68,5,dan,I-PRODUCT_POSITIVE,O,False
68,6,aksesoris,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
68,8,dan,I-PRODUCT_POSITIVE,O,False
68,9,lokal,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
68,10,nyaman,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
68,11,menyenangkan,O,I-PLACE_POSITIVE,False
69,5,mantap,I-PRODUCT_POSITIVE,O,False
71,0,store,B-PLACE_POSITIVE,B-OUT_OF_TOPIC,False
71,1,berada,I-PLACE_POSITIVE,I-OUT_OF_TOPIC,False
71,2,di,I-PLACE_POSITIVE,I-OUT_OF_TOPIC,False
71,3,dalam,I-PLACE_POSITIVE,I-OUT_OF_TOPIC,False
71,4,vrtx,I-PLACE_POSITIVE,I-OUT_OF_TOPIC,False
71,5,bisa,O,I-OUT_OF_TOPIC,False
71,6,belanja,O,I-OUT_OF_TOPIC,False
71,7,sekaligus,O,I-OUT_OF_TOPIC,False
71,8,jajan,O,I-OUT_OF_TOPIC,False
72,3,ke,I-PLACE_POSITIVE,O,False
72,4,subang,I-PLACE_POSITIVE,O,False
73,3,adem,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
73,4,tb,I-PRODUCT_POSITIVE,O,False
73,5,170,I-PRODUCT_POSITIVE,O,False
73,6,bb,I-PRODUCT_POSITIVE,I-OUT_OF_TOPIC,False
73,7,63,I-PRODUCT_POSITIVE,I-OUT_OF_TOPIC,False
73,8,ukuran,I-PRODUCT_POSITIVE,I-OUT_OF_TOPIC,False
